"","ter_ic","title","sum","IC","result"
"397","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_50",67
"398","TIC_1","Сурайкин Максим Александрович",401,"УИК_50",3
"399","TIC_1","Титов Борис Юрьевич",1166,"УИК_50",25
"400","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_50",41
"401","TIC_1","Бабурин Сергей Николаевич",609,"УИК_51",8
"402","TIC_1","Грудинин Павел Николаевич",5832,"УИК_51",91
"403","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_51",45
"404","TIC_1","Путин Владимир Владимирович",45322,"УИК_51",660
"405","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_51",41
"406","TIC_1","Сурайкин Максим Александрович",401,"УИК_51",9
"407","TIC_1","Титов Борис Юрьевич",1166,"УИК_51",22
"408","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_51",31
"409","TIC_1","Бабурин Сергей Николаевич",609,"УИК_52",16
"410","TIC_1","Грудинин Павел Николаевич",5832,"УИК_52",170
"411","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_52",57
"412","TIC_1","Путин Владимир Владимирович",45322,"УИК_52",1131
"413","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_52",129
"414","TIC_1","Сурайкин Максим Александрович",401,"УИК_52",4
"415","TIC_1","Титов Борис Юрьевич",1166,"УИК_52",41
"416","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_52",94
"417","TIC_1","Бабурин Сергей Николаевич",609,"УИК_53",8
"418","TIC_1","Грудинин Павел Николаевич",5832,"УИК_53",102
"419","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_53",48
"420","TIC_1","Путин Владимир Владимирович",45322,"УИК_53",875
"421","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_53",54
"422","TIC_1","Сурайкин Максим Александрович",401,"УИК_53",10
"423","TIC_1","Титов Борис Юрьевич",1166,"УИК_53",17
"424","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_53",47
"425","TIC_1","Бабурин Сергей Николаевич",609,"УИК_54",9
"426","TIC_1","Грудинин Павел Николаевич",5832,"УИК_54",108
"427","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_54",51
"428","TIC_1","Путин Владимир Владимирович",45322,"УИК_54",907
"429","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_54",60
"430","TIC_1","Сурайкин Максим Александрович",401,"УИК_54",5
"431","TIC_1","Титов Борис Юрьевич",1166,"УИК_54",23
"432","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_54",44
"433","TIC_1","Бабурин Сергей Николаевич",609,"УИК_55",2
"434","TIC_1","Грудинин Павел Николаевич",5832,"УИК_55",79
"435","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_55",40
"436","TIC_1","Путин Владимир Владимирович",45322,"УИК_55",775
"437","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_55",59
"438","TIC_1","Сурайкин Максим Александрович",401,"УИК_55",6
"439","TIC_1","Титов Борис Юрьевич",1166,"УИК_55",15
"440","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_55",31
"441","TIC_1","Бабурин Сергей Николаевич",609,"УИК_56",6
"442","TIC_1","Грудинин Павел Николаевич",5832,"УИК_56",102
"443","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_56",59
"444","TIC_1","Путин Владимир Владимирович",45322,"УИК_56",961
"445","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_56",53
"446","TIC_1","Сурайкин Максим Александрович",401,"УИК_56",9
"447","TIC_1","Титов Борис Юрьевич",1166,"УИК_56",22
"448","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_56",23
"449","TIC_1","Бабурин Сергей Николаевич",609,"УИК_57",16
"450","TIC_1","Грудинин Павел Николаевич",5832,"УИК_57",167
"451","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_57",56
"452","TIC_1","Путин Владимир Владимирович",45322,"УИК_57",807
"453","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_57",91
"454","TIC_1","Сурайкин Максим Александрович",401,"УИК_57",7
"455","TIC_1","Титов Борис Юрьевич",1166,"УИК_57",31
"456","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_57",25
"457","TIC_1","Бабурин Сергей Николаевич",609,"УИК_58",6
"458","TIC_1","Грудинин Павел Николаевич",5832,"УИК_58",92
"459","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_58",32
"460","TIC_1","Путин Владимир Владимирович",45322,"УИК_58",734
"461","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_58",46
"462","TIC_1","Сурайкин Максим Александрович",401,"УИК_58",5
"463","TIC_1","Титов Борис Юрьевич",1166,"УИК_58",13
"464","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_58",23
"465","TIC_1","Бабурин Сергей Николаевич",609,"УИК_59",7
"466","TIC_1","Грудинин Павел Николаевич",5832,"УИК_59",80
"467","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_59",56
"468","TIC_1","Путин Владимир Владимирович",45322,"УИК_59",779
"469","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_59",45
"470","TIC_1","Сурайкин Максим Александрович",401,"УИК_59",6
"471","TIC_1","Титов Борис Юрьевич",1166,"УИК_59",15
"472","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_59",32
"473","TIC_1","Бабурин Сергей Николаевич",609,"УИК_60",5
"474","TIC_1","Грудинин Павел Николаевич",5832,"УИК_60",48
"475","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_60",27
"476","TIC_1","Путин Владимир Владимирович",45322,"УИК_60",417
"477","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_60",41
"478","TIC_1","Сурайкин Максим Александрович",401,"УИК_60",11
"479","TIC_1","Титов Борис Юрьевич",1166,"УИК_60",10
"480","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_60",21
"481","TIC_1","Бабурин Сергей Николаевич",609,"УИК_61",6
"482","TIC_1","Грудинин Павел Николаевич",5832,"УИК_61",79
"483","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_61",41
"484","TIC_1","Путин Владимир Владимирович",45322,"УИК_61",738
"485","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_61",33
"486","TIC_1","Сурайкин Максим Александрович",401,"УИК_61",2
"487","TIC_1","Титов Борис Юрьевич",1166,"УИК_61",9
"488","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_61",22
"489","TIC_1","Бабурин Сергей Николаевич",609,"УИК_62",4
"490","TIC_1","Грудинин Павел Николаевич",5832,"УИК_62",21
"491","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_62",33
"492","TIC_1","Путин Владимир Владимирович",45322,"УИК_62",273
"493","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_62",22
"494","TIC_1","Сурайкин Максим Александрович",401,"УИК_62",1
"495","TIC_1","Титов Борис Юрьевич",1166,"УИК_62",9
"496","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_62",9
"497","TIC_1","Бабурин Сергей Николаевич",609,"УИК_63",2
"498","TIC_1","Грудинин Павел Николаевич",5832,"УИК_63",10
"499","TIC_1","Жириновский Владимир Вольфович",2714,"УИК_63",15
"500","TIC_1","Путин Владимир Владимирович",45322,"УИК_63",220
"501","TIC_1","Собчак Ксения Анатольевна",3776,"УИК_63",9
"502","TIC_1","Сурайкин Максим Александрович",401,"УИК_63",1
"503","TIC_1","Титов Борис Юрьевич",1166,"УИК_63",4
"504","TIC_1","Явлинский Григорий Алексеевич",2588,"УИК_63",8
"505","TIC_2","Бабурин Сергей Николаевич",912,"УИК_104",22
"506","TIC_2","Грудинин Павел Николаевич",8628,"УИК_104",116
"507","TIC_2","Жириновский Владимир Вольфович",3452,"УИК_104",37
"508","TIC_2","Путин Владимир Владимирович",64251,"УИК_104",799
"509","TIC_2","Собчак Ксения Анатольевна",5563,"УИК_104",48
"510","TIC_2","Сурайкин Максим Александрович",643,"УИК_104",6
"511","TIC_2","Титов Борис Юрьевич",1811,"УИК_104",24
"512","TIC_2","Явлинский Григорий Алексеевич",4284,"УИК_104",48
"513","TIC_2","Бабурин Сергей Николаевич",912,"УИК_105",9
